"","p","q","P","Q","AIC","BIC","AICc"
"338","1","3","2","1","-6.21984952942225","-6.08344491614314","-5.91383860046051"
"339","1","3","2","2","-6.21521291411288","-6.06831563827383","-5.82069236616768"
"340","1","3","2","3","-6.21557255073978","-6.05818261234081","-5.72106705623429"
"341","1","3","2","4","-6.21033573733553","-6.04245313637662","-5.60427513127492"
"342","1","3","2","5","-6.20915762294622","-6.03078235942738","-5.47987585499042"
"343","1","3","3","0","-6.20915762294622","-6.03078235942738","-5.47987585499042"
"344","1","3","3","1","-6.22001916860114","-6.06262923020216","-5.82549862065593"
"345","1","3","3","2","-6.21454755261452","-6.04666495165561","-5.72004205810902"
"346","1","3","3","3","-6.22145802252259","-6.04308275900375","-5.61539741646199"
"347","1","3","3","4","-6.22471907472303","-6.03585114864425","-5.49543730676723"
"348","1","3","3","5","-6.21965136839149","-6.02029077975278","-5.35538544041365"
"349","1","3","4","0","-6.21965136839149","-6.02029077975278","-5.35538544041365"
"350","1","3","4","1","-6.21544243406496","-6.03706717054612","-5.72093693955946"
"351","1","3","4","2","-6.21026590851974","-6.02139798244097","-5.60420530245913"
"352","1","3","4","3","-6.2051351391295","-6.0057745504908","-5.4758533711737"
"353","1","3","4","4","-6.26537551389731","-6.05552226269867","-5.40110958591947"
"354","1","3","4","5","-6.26048992933193","-6.04014401557336","-5.24937881822082"
"355","1","3","5","0","-6.26048992933193","-6.04014401557336","-5.24937881822082"
