,p,q,P,Q,AIC,BIC,AICc
289,1,2,0,0,-6.12897001432743,-5.95408653802759,-5.26470408634959
290,1,2,0,1,-6.05542062989749,-5.96797889174757,-5.94701954588665
291,1,2,0,2,-6.05046945002996,-5.9520974946113,-5.88742597176909
292,1,2,0,3,-6.04530229050139,-5.936000117814,-5.81641945671393
293,1,2,0,4,-6.03950906526825,-5.91927667531212,-5.73349813630651
294,1,2,0,5,-6.03435944260734,-5.90319683538247,-5.63983889466214
295,1,2,1,0,-6.04901714828247,-5.96157541013256,-5.94061606427163
296,1,2,1,1,-6.18944706305578,-6.09107510763712,-6.02640358479491
297,1,2,1,2,-6.18816237310941,-6.07886020042201,-5.95927953932194
298,1,2,1,3,-6.15771175969647,-6.03747936974034,-5.85170083073472
299,1,2,1,4,-6.14765511895905,-6.01649251173418,-5.75313457101385
300,1,2,1,5,-6.14832922013725,-6.00623639564364,-5.65382372563175
301,1,2,2,0,-6.11339276134764,-6.01502080592899,-5.95034928308677
302,1,2,2,1,-6.1837970942439,-6.07449492155651,-5.95491426045644
303,1,2,2,2,-6.1825125501401,-6.06228016018397,-5.87650162117835
304,1,2,2,3,-6.15508480818812,-6.02392220096324,-5.76056426024291
305,1,2,2,4,-6.14611947273849,-6.00402664824488,-5.651613978233
306,1,2,2,5,-6.14267950794736,-5.98965646618501,-5.53661890188676
307,1,2,3,0,-6.10489146945838,-5.99558929677098,-5.87600863567091
308,1,2,3,1,-6.15694640911424,-6.0367140191581,-5.85093548015249
309,1,2,3,2,-6.15419604757469,-6.02303344034982,-5.75967549962949
310,1,2,3,3,-6.15251571162679,-6.01042288713318,-5.6580102171213
311,1,2,3,4,-6.14981790887385,-5.9967948671115,-5.54375730281324
312,1,2,3,5,-6.14294616904975,-5.97899291001865,-5.41366440109394
313,1,2,4,0,-6.12330428544933,-6.00307189549319,-5.81729335648758
314,1,2,4,1,-6.14834614699286,-6.01718353976798,-5.75382559904765
315,1,2,4,2,-6.14631267580251,-6.0042198513089,-5.65180718129702
316,1,2,4,3,-6.14736751965112,-5.99434447788877,-5.54130691359052
317,1,2,4,4,-6.14691614587957,-5.98296288684848,-5.41763437792377
318,1,2,4,5,-6.14199265392537,-5.96710917762554,-5.27772672594753
319,1,2,5,0,-6.10750357575686,-5.97634096853199,-5.71298302781166
320,1,2,5,1,-6.13817819971123,-5.99608537521762,-5.64367270520574
321,1,2,5,2,-6.13733106504839,-5.98430802328604,-5.53127045898778
322,1,2,5,3,-6.13581353741092,-5.97186027837983,-5.40653176945512
323,1,2,5,4,-6.13239108259359,-5.95750760629376,-5.26812515461575
324,1,2,5,5,-6.13634293806107,-5.9505292444925,-5.12523182694996
325,1,3,0,0,-6.13634293806107,-5.9505292444925,-5.12523182694996
326,1,3,0,1,-6.05107902385085,-5.9527070684322,-5.88803554558998
327,1,3,0,2,-6.04533860049612,-5.93603642780872,-5.81645576670865
328,1,3,0,3,-6.039530809927,-5.91929841997087,-5.73351988096525
329,1,3,0,4,-6.03402536450669,-5.90286275728182,-5.63950481656149
330,1,3,0,5,-6.02863456155892,-5.88654173706531,-5.53412906705343
331,1,3,1,0,-6.0374774293276,-5.93910547390895,-5.87443395106673
332,1,3,1,1,-6.16104340421799,-6.05174123153059,-5.93216057043052
333,1,3,1,2,-6.15724093619311,-6.03700854623697,-5.85123000723136
334,1,3,1,3,-6.15243598296318,-6.0212733757383,-5.75791543501797
335,1,3,1,4,-6.14270083233312,-6.00060800783951,-5.64819533782762
